Values,Values_14_11_25,Values_14_19_56,Values_14_28_26,Values_14_38_27,Values_14_48_52,Values_14_57_44,Values_15_06_05,Values_15_14_26,Values_15_22_48,Values_15_31_10,Values_15_39_32,Values_15_47_56,Values_15_56_18,Values_16_04_40,Values_16_13_01,Values_16_21_22,Values_16_29_43,Values_16_38_03,Values_16_46_25,Values_16_54_49,Values_17_03_11,Values_17_11_32,Values_17_19_54,Values_17_28_15,Values_17_36_36,Values_17_45_00,Values_17_53_21,Values_18_01_41,Values_18_10_03,Values_18_18_24,Values_18_26_45,Values_18_35_07,Values_18_43_28,Values_18_51_50,Values_19_00_12,Values_19_08_32,Values_19_16_54,Values_19_25_15,Values_19_33_36,Values_19_41_57,Values_19_50_19,Values_19_58_39,Values_20_07_00,Values_20_15_21,Values_20_23_41,Values_20_32_02,Values_20_40_22,Values_20_48_43,Values_20_57_04,Values_21_05_25,Values_21_13_49,Values_21_22_10,Values_21_30_32,Values_21_38_55,Values_21_47_17,Values_21_55_37,Values_22_03_57,Values_22_12_18,Values_22_20_39,Values_22_29_01,Values_22_37_22,Values_22_46_17,Values_22_54_51,Values_22_58_05
1.3013273818995523,1.4666468187086164,1.5155868873431686,1.5124985413020136,1.4936894906151237,1.4810200070659474,1.4809298477853918,1.4910582059960662,1.5067453631559695,1.524632518974632,1.542829023484823,1.5603799948319406,1.576863711510461,1.5921475539898629,1.6062438956170162,1.619227504425931,1.631191106674601,1.6422238177589024,1.6524024183613713,1.6617892528380405,1.6704331541370132,1.678371478786279,1.685632327006363,1.6922365652645703,1.6981995411738218,1.7035325027359087,1.7082437774401478,1.7123397727130465,1.7158258491632885,1.718707102875917,1.720989077682053,1.7226784150669638,1.7237834388095128,1.7243146639552034,1.7242852154267445,1.7237111403554424,1.722611599948071,1.7210089311593617,1.7189285746892369,1.7163988737075266,1.7134507552923188,1.7101173138397103,1.7064333209555391,1.7024346895372005,1.6981579204548474,1.6936395584357051,1.6889156802874727,1.6840214335967505,1.6789906386209286,1.6738554606866891,1.668646155393506,1.6633908849289498,1.658115600634614,1.6528439849451178,1.6475974445115114,1.642395145968489,1.6372540858334077,1.6321891865930682,1.627213411804422,1.622337893932062,1.6175720696521343,1.6129238181960015,1.6083995992928286,1.6040045879669125,1.602369232603929
1.408186550929232,1.5675823207438246,1.6120548677071385,1.6065987859156177,1.5880015541574908,1.5758610943050495,1.5759484217575208,1.5858685034892126,1.6009903488117356,1.61801238260014,1.6351121268563302,1.6513960790282587,1.6664908070927127,1.6802993731047426,1.6928597664007743,1.7042648823404152,1.714620153114821,1.72402351973679,1.732557833401437,1.740289574621479,1.7472703801505356,1.7535395225563022,1.7591264607553283,1.7640531095050915,1.768335739686208,1.771986537081778,1.7750148863227238,1.7774284492417192,1.7792340942325378,1.7804387160665442,1.7810499688553512,1.7810769206301869,1.7805306269248935,1.7794246131729898,1.7777752517206888,1.775602018651938,1.7729276181690858,1.769777967621514,1.7661820433294753,1.7621715957993882,1.757780750724626,1.7530455192447485,1.7480032455898142,1.7426920225254154,1.7371501046083493,1.7314153463097486,1.7255246875290673,1.719513703157293,1.7134162273149751,1.7072640571391997,1.7010867358834751,1.6949114112075638,1.6887627616183278,1.6826629823424066,1.6766318209777875,1.6706866532887985,1.6648425898846142,1.659112605381706,1.653507682667598,1.648036965970911,1.6427079175884465,1.6375264740665243,1.6324971986793717,1.6276234277809236,1.6258126679313236
1.516472269302438,1.6694992472108894,1.709278491723681,1.7014608947176555,1.683145264979125,1.6715387523090952,1.67174476990857,1.681357375959084,1.6957927623302829,1.7118181521442484,1.7276862416019376,1.7425691092148752,1.7561440522714145,1.768351155120626,1.779254708740602,1.7889660548862376,1.7976034608693228,1.805273734510965,1.812065806146132,1.8180502968293744,1.823281660510318,1.827801113348348,1.8316395155631813,1.834819886489321,1.8373594875795207,1.8392715172251863,1.840566495416605,1.841253415319676,1.841340723578176,1.8408371720690744,1.839752565684157,1.838098415594336,1.835888495915028,1.833139294080934,1.8298703415542208,1.826104411506581,1.8218675734525047,1.8171891009888288,1.8121012365587388,1.8066388260496176,1.8008388439139844,1.7947398362631783,1.7883813133361592,1.781803124060445,1.7750448438856998,1.76814520298821,1.761141576397781,1.7540695509458426,1.746962577374219,1.739851709935694,1.732765430692989,1.7257295520066869,1.7187671880881663,1.7118987851811134,1.7051421993954567,1.6985128116077746,1.6920236695591249,1.685685648421469,1.6795076223515255,1.673496640811866,1.6676581047061112,1.6619959384079646,1.6565127548542742,1.6512100116300894,1.6492424033927946
1.625550190215196,1.7717978095366822,1.806705012979578,1.7965648392311035,1.778607424056917,1.767539778081915,1.767807568882328,1.777018662830243,1.7906548460173322,1.805563289297779,1.820078332236617,1.833441339015908,1.845382368097625,1.8558795514097013,1.8650239301899243,1.872945436004929,1.8797751711484112,1.8856287563046723,1.89060113917452,1.8947670328076784,1.8981836807239847,1.900894236888065,1.9029309765365248,1.9043180529523789,1.9050737586470927,1.9052123513013413,1.904745533944541,1.9036836743086267,1.9020368303984263,1.8998156283390133,1.8970320190703391,1.893699924506879,1.889835771847868,1.8854589071276588,1.8805918757609736,1.8752605584717272,1.8694941550795088,1.863325015547459,1.856788326059008,1.849921667096628,1.8427644683271027,1.835357391422452,1.8277416751094728,1.819958477033188,1.8120482443476744,1.8040501397728257,1.7960015433634189,1.787937642884732,1.7798911186980826,1.771891922885697,1.7639671472842962,1.756140971613148,1.7484346806121729,1.7408667381854717,1.7334529064094042,1.7262063980242273,1.719138052075198,1.712256523772386,1.705568481097342,1.69907880209918,1.6927907681918832,1.6867062498666174,1.680825882353085,1.6751492295334214,1.673045259914353
1.7347760696873609,1.8738753414513745,1.9037847166350048,1.891394987564361,1.8738787120777167,1.863355681316548,1.863632453771937,1.8723563253558528,1.885092689071638,1.898779150353769,1.9118374612347049,1.92358136402406,1.933795225996996,1.942495887735007,1.9498013219760293,1.9558599994055337,1.960815716823,1.9647927522405624,1.9678919348189468,1.970191965965873,1.9717528088271696,1.972619515165051,1.9728257593327163,1.9723968303212789,1.971352064640175,1.969706797032016,1.9674739299535915,1.9646652145688648,1.9612923155042432,1.957367708789072,1.952905441646324,1.947921766079131,1.942435645932905,1.936469129573348,1.930047577351416,1.923199734260948,1.9159576429749456,1.908356400039875,1.900433766856576,1.892229656467144,1.883785524823964,1.875143700999509,1.8663466930986663,1.857436505876181,1.8484540022695708,1.839438334844439,1.830426465793228,1.8214527861744945,1.812548837756792,1.803743134582659,1.7950610764479826,1.7865249432961945,1.778153957636271,1.7699644015824247,1.7619697753826542,1.7541809854232917,1.7466065510570328,1.739252821247344,1.732124193669937,1.7252233304579951,1.718551366228961,1.7121081051842002,1.7058922052077752,1.6999013476595484,1.6976831980548654
1.843503243819696,1.975133419930283,1.9999769910894805,1.98544519339524,1.968458415774948,1.9584873806165872,1.958726756379885,1.966889212087298,1.978640976876876,1.9910196676900165,2.0025393516752485,2.012588518903779,2.0210068381357096,2.0278501121726924,2.0332631337178744,2.037412653554239,2.040454874701516,2.0425224718503108,2.043721944286808,2.0441358229400044,2.0438266787809165,2.0428413878183926,2.0412149787110976,2.03897385094879,2.036138370997073,2.03272494004559,2.0287476456147697,2.0242195974462582,2.0191540250562694,2.013565189733381,2.00746914181711,2.000884336682131,1.993832110313656,1.986337007913736,1.97842695638159,1.970133273317972,1.961490510613913,1.9525361388436024,1.9433100878960723,1.93385416872749,1.9242114084796789,1.91442533635732,1.9045392590445664,1.894595562621441,1.88463507306187,1.8746965002138385,1.8648159820366808,1.8550267374195435,1.845358828351684,1.8358390259810589,1.8264907703872884,1.8173342110351245,1.8083863133910592,1.7996610170923713,1.7911694317273308,1.7829200577495166,1.774919021701349,1.7671703167847452,1.7596760416286286,1.7524366317571456,1.7454510797746072,1.738717141470357,1.7322315261817334,1.7259900705102051,1.7236813409847627
1.9510908060126355,2.0749853369159,2.0947563678627485,2.078223686918123,2.0618589220007,2.052449598322322,2.052613816081839,2.060155230445916,2.0708569538805626,2.081865037178014,2.091789741219916,2.100095850239904,2.106678711016365,2.1116328994679825,2.115129605146831,2.117353382569237,2.118472401467508,2.1186273670838207,2.117930163249741,2.1164669382495926,2.1143027193064903,2.111486101635948,2.1080533963979966,2.1040320631615548,2.099443458956252,2.0943050139838464,2.088631957305412,2.08243870038745,2.075739960876548,2.068551682699973,2.0608917855501145,2.0527807587872178,2.0442421020415744,2.0353026074760066,2.025992476443166,2.0163452656125864,2.006397663607832,1.9961891078148115,1.985761260480724,1.97515737260157,1.9644215710582429,1.9535981088943144,1.942730619066413,1.931861409126832,1.921030828385716,1.9102767310366635,1.899634049939036,1.889134486912208,1.8788063177153,1.868674303751216,1.8587596980966965,1.8490803309757669,1.8396507587359108,1.8304824607110468,1.8215840694121863,1.8129616212733568,1.804618817098004,1.796557283403486,1.7887768278101768,1.781275683359545,1.774050738197538,1.767097748263062,1.7604115317422602,1.7539861447834728,1.7516115413955113
2.056912250612725,2.172863690577567,2.187618341481081,2.169257633968092,2.1536098695790944,2.1447748417981067,2.1448367382735354,2.1517147834489165,2.1613234436038726,2.1709242416694003,2.1792263470674595,2.1857714773800803,2.1905103701819533,2.193575718112324,2.195164361993104,2.1954779631960166,2.194696068285031,2.19296694418117,2.190407502874376,2.1871072480448963,2.183133475168085,2.1785363651855785,2.173353415706578,2.16761307324084,2.1613376229592034,2.1545454620699487,2.1472528907843333,2.139475535895838,2.131229494131071,2.1225322545998733,2.1134034356434324,2.103865352828483,2.0939434219270234,2.08366639355191,2.0730664142520223,2.062178911696212,2.0510423080125,2.0396975743215933,2.028187649083474,2.0165567520670686,2.0048496322167053,1.99311079134706,1.981383725069632,1.9697102184614568,1.9581297271108573,1.9466788653284703,1.9353910139691228,1.924296051197853,1.913420201823417,1.9027859948671373,1.8924123149262984,1.8823145308132505,1.87250468432812,1.8629917227576869,1.853781760117355,1.844878354234932,1.8362827889276248,1.827994352735292,1.820010607730436,1.8123276437221028,1.804940314741645,1.7978424559010913,1.7910270798087249,1.7844865524282902,1.7820715400211424
2.160364288479665,2.268227833299911,2.278084785966707,2.258097251971566,2.2432618762040724,2.235016891956932,2.2349615176578106,2.2411533850735195,2.249650837686318,2.257836323929377,2.2645193598643307,2.2693182667309264,2.272238191404497,2.27344880739795,2.273171536686192,2.271624233014062,2.2689970844893605,2.2654453535618644,2.261090558410011,2.256025251037684,2.250318774818308,2.2440227380142206,2.237175707447644,2.229807023452524,2.2219398164403232,2.213593366552584,2.204784950482071,2.195531297214669,2.185849744370669,2.175759157571652,2.16528065035738,2.15443812318773,2.1432586270574707,2.131772550253814,2.1200136252611603,2.108018756070993,2.095827672974744,2.083482431129751,2.071026778770276,2.058505429829908,2.045963281624492,2.033444621084549,2.0209923615349816,2.0086473471554047,1.9964477545012669,1.9844286109467904,1.9726214401349025,1.9610540352462509,1.9497503532574765,1.9387305176549137,1.928010913335828,1.917604355778448,1.9075203163732872,1.897765186936638,1.8883425681924149,1.879253569352897,1.870497108282996,1.8620702040709425,1.853968255965001,1.8461853044663763,1.838714271937656,1.831547181272407,1.8246753522264152,1.8180895756722748,1.8156599988561948
2.260875492065749,2.3605708956899223,2.365708799975023,2.344319399332841,2.330389788002605,2.322753756475372,2.32257949175517,2.328083430630309,2.3354780453096025,2.3422704190564008,2.347370498318276,2.350471875150937,2.351632419309525,2.3510571714581947,2.348990747148708,2.345666069222545,2.341283095259973,2.336003427423228,2.329952708893405,2.323226192995214,2.315895022473103,2.308012052982776,2.299616784986223,2.2907393420447257,2.281403598770476,2.27162961444786,2.2614355258234458,2.250839027035192,2.239858532547029,2.228514088435344,2.216828071724576,2.2048256981326912,2.1925353455357217,2.1799886936483337,2.1672206792066646,2.154269269557864,2.141175064669207,2.12798074690994,2.11473040742935,2.1014687864535007,2.088240470058812,2.075089087978314,2.062056554566597,2.049182389280064,2.0365031444991955,2.0240519584474748,2.011858240874953,1.999947489852161,1.9883412305364028,1.9770570613834992,1.9661087899544747,1.955506639253532,1.9452575057699093,1.9353652518940685,1.9258310174520303,1.916653537672069,1.907829457416649,1.8993536339437795,1.8912194226482333,1.8834189420730847,1.8759433160302308,1.868782891823734,1.8619274345752788,1.8553662982648087,1.852947973909135
2.357914399528449,2.4494261043186567,2.450078836343285,2.427530583584657,2.41459542746943,2.407590079594791,2.407309137092144,2.412145161772476,2.418472475435601,2.4239246557168643,2.4275107732503494,2.428997351735949,2.428492603378626,2.4262348601814323,2.422490242265983,2.4175054236649807,2.4114891341686064,2.404608579202483,2.396992993362435,2.3887399494000423,2.37992211643852,2.370593398849478,2.360794078997728,2.350554937452743,2.339900475627724,2.328851410343958,2.3174266024105994,2.305644552808714,2.2935245661373043,2.281087649362769,2.2683571876499897,2.255359419462415,2.24212372007423,2.2286826960193133,2.2150720920735982,2.2013305162811005,2.1874989958354973,2.1736203859879013,2.159738663405156,2.1458981434215287,2.1321426651666444,2.118514789703766,2.105055052987415,2.09180130885865,2.078788188102344,2.066046689091947,2.053603905272774,2.0414828854708267,2.0297026157709057,2.018278106687214,2.007220566461488,1.9965376405483009,1.9862336979897728,1.976310147217526,1.96676576616314,1.9575970343143665,1.9487984569992047,1.9403628746698536,1.9322817521652087,1.924545444756488,1.917143439290062,1.910064569852476,1.9032972083301165,1.896829430796908,1.8944477163955227
2.4509967047296453,2.534372127305178,2.530822000860556,2.507369358510417,2.495509836366612,2.489159026961133,2.488797259593368,2.493006920812873,2.4983291966780428,2.502524125304676,2.504697216246296,2.5046846091597987,2.5026418171754816,2.498837955381267,2.4935586823104368,2.48706292936903,2.47956708988184,2.471243165206201,2.4622234020143536,2.452607280084448,2.442468700273502,2.431862400041028,2.4208292769831337,2.4094006278433784,2.397601448138257,2.385452974142214,2.372974636964952,2.3601855672461243,2.3471057534622206,2.333756924311383,2.320163198903324,2.306351528729432,2.292351942398612,2.278197597703325,2.263924644896742,2.24957190919912,2.2351804079509066,2.2207927271037806,2.2064522906830266,2.192202564323438,2.178086237795428,2.1641444317580425,2.150415969817022,2.136936749652296,2.1237392372434782,2.110852097425578,2.098299963666187,2.0861033408501344,2.0742786279271783,2.062838242668264,2.0517908283364727,2.0411415217309647,2.0308922630835853,2.0210421304231856,2.0115876835933,2.002523306007705,1.9938415349598224,1.9855333738163268,1.9775885816241217,1.9699959374497944,1.962743478225393,1.9558187099298605,1.9492087928180644,1.942900701913865,1.9405800457903195
2.5396911861358293,2.6150372164688207,2.607606436496574,2.5835080980277807,2.5727950204897416,2.5671236784323,2.5667196560142336,2.570364828147963,2.5747694735433457,2.577818186665497,2.5787089103949388,2.577343170735128,2.573920133113748,2.568736797387798,2.5620961486416696,2.554267728270712,2.5454743882809776,2.5358920576671817,2.525655376190005,2.514865291218815,2.5035966208093083,2.4919047036848707,2.4798308713428017,2.467406781448935,2.454657776049231,2.4416054571879853,2.4282696562548165,2.414669939768705,2.400826757424684,2.386762304979712,2.372501147482243,2.35807062852776,2.343501078331652,2.3288258271849545,2.3140810303781008,2.299305314965064,2.284539266145504,2.269824780135422,2.255204318945863,2.2407201093562987,2.226413331447267,2.2123233415805528,2.198486969801195,2.1849379237092803,2.171706320700081,2.158818359507184,2.1462961316918263,2.1341575648667224,2.122416482886177,2.1110827640644314,2.10016257649562,2.089658669607968,2.07957070244984,2.0698955915966537,2.060627864319275,2.0517600056520755,2.0432827907770497,2.0351855966463424,2.0274566889297745,2.0200834821081823,2.013052771919452,2.0063509403551607,1.9999641342185592,1.993878418700835,1.9916419002348558
2.623624083079186,2.691101966428413,2.6801427409174656,2.6556541435484005,2.6461452020834084,2.641177962527443,2.64078133149147,2.643942034458616,2.6475389057897885,2.6495774118902005,2.64934270765508,2.646796654831268,2.6421778882434,2.635808057450979,2.6280050538187205,2.619047252858949,2.6091626803707486,2.5985302735419378,2.5872864120578347,2.575533047035208,2.563345580185503,2.550779703423556,2.5378769857638805,2.524669275819304,2.511182099815392,2.4974372570201733,2.4834547943639422,2.469254506330126,2.4548570682232174,2.44028487714887,2.425562647777482,2.4107177901585883,2.3957805841003874,2.3807841585921024,2.365764284425885,2.350758992540121,2.3358080379306343,2.320952237803293,2.306232720731005,2.2916901298091674,2.277363825153957,2.263291129867396,2.2495066580163106,2.2360417547527334,2.2229240682716376,2.210177262297126,2.19782086765479,2.185870262963632,2.1743367683467865,2.1632278323478134,2.152547290692047,2.1422956759693768,2.132470558981197,2.123066905093784,2.1140774318245943,2.105492956939617,2.0973027291260826,2.08949473577115,2.082055984482536,2.0749727566481075,2.0682308326376533,2.0618156891695776,2.055712670105588,2.049907132324104,2.0477760031658896
2.7024817096594607,2.762300577099943,2.7481843958482264,2.7235503230100684,2.715287575263449,2.7110471546695085,2.710716349427265,2.7134876941315285,2.716405396080798,2.7175904804712863,2.7164090222289303,2.7128774659608155,2.7072692869904653,2.699927274690382,2.691181639724898,2.681317714402053,2.6705673501520293,2.659111531509127,2.647087695854291,2.634598311985457,2.621719013208106,2.6085055799768835,2.594999606860448,2.581232948445076,2.5672311382999906,2.553015990581784,2.538607570308228,2.524025680902526,2.5092909788089326,2.494425790886969,2.4794546829752555,2.464404808314299,2.4493060519371217,2.434190981280332,2.419094613062283,2.4040540108495154,2.3891077348985053,2.3742951743487426,2.359655799422951,2.345228376870173,2.331050193537082,2.317156331056556,2.3035790285069853,2.290347161107617,2.27748585243195,2.26501622669622,2.252955297802421,2.2413159836890704,2.2301072288659225,2.219334214758193,2.2089986363597447,2.199099024471338,2.1896310947203954,2.180588107315317,2.17196122445527,2.1637398553781155,2.1559119817865264,2.148464458790224,2.1413832885273627,2.134653865201405,2.1282611914873644,2.1221900671049423,2.1164252510230224,2.11095159909053,2.108944839514484
2.776011198544851,2.828420582575592,2.811527216894393,2.786974837344467,2.7799825448141915,2.7764879419598305,2.776287367299464,2.778775780106752,2.7811571407600346,2.781661294440435,2.7797280504484303,2.775422119226448,2.7690468411099483,2.760962428456936,2.7515087022042226,2.7409760010879,2.729598608080456,2.71755856282674,2.704993654406844,2.692006363428148,2.6786721850303814,2.665046707101204,2.6511713222773925,2.6370776915716445,2.622791165667097,2.6083333794422567,2.593724208779389,2.578983239898279,2.564130862100148,2.5491890605860585,2.5341819587798184,2.519136140064667,2.504080766465954,2.489047506124763,2.4740702812742,2.4591848527510387,2.4444282640149986,2.4298381757412417,2.4154521290893016,2.401306780683633,2.3874371533338783,2.373875944032479,2.360652924184889,2.3477944579971664,2.3353231543374937,2.3232576566536105,2.3116125659917888,2.300398484487967,2.289622161502539,2.279286721773781,2.269391954229928,2.259934641172005,2.250908909662272,2.242306589814651,2.234117567686343,2.226330123500098,2.2189312486209927,2.2119069370157063,2.205242448848958,2.198922545345896,2.1929316951722253,2.1872542533494803,2.18187461431748,2.176777341032494,2.174911248844612
2.844019380192119,2.889301091255021,2.87000786277571,2.845740508748614,2.840023415506556,2.837288036329852,2.837284881705097,2.839603818810845,2.8416007847489486,2.8416065208403163,2.839126689519235,2.834267535797129,2.827357048570532,2.818769010411426,2.808850067675156,2.7978935714225925,2.7861348142333195,2.7737558780259643,2.760894180010866,2.747651690377983,2.7341033806201827,2.720304349875302,2.706295547223015,2.692108227780252,2.6777673582051564,2.663294191440828,2.648708201530241,2.6340285294946053,2.6192750516170733,2.604469147315472,2.589634216762653,2.57479597914633,2.559982570313165,2.5452244530122705,2.5305541528537203,2.516005837310288,2.501614761748913,2.4874166141342338,2.473446796527437,2.459739685808312,2.446327916443642,2.433241725132215,2.420508390243791,2.408151789820992,2.3961920913980688,2.3846455764453243,2.373524593123487,2.3628376238462043,2.3525894494348667,2.342781389288283,2.333411596607638,2.324475389035157,2.31596559733646,2.307872917671077,2.3001862559867634,2.2928930560334924,2.285979605093913,2.279431313716124,2.2732329675481715,2.267368950740612,2.26182344140881,2.256580580334368,2.251624614610377,2.24694001816198,2.2452278504237753
2.9063699170903563,2.944829663391389,2.9235014745456462,2.8996933897618287,2.8952354940021463,2.8932653025286834,2.893526175596385,2.8957915752599086,2.8975598132051763,2.897253679530289,2.89443631989105,2.8892485216724766,2.8820375715706006,2.873186904856405,2.8630471790268857,2.851912749448564,2.8400184875297336,2.827545496112788,2.814630087181918,2.8013731871664644,2.7878488465922,2.774111367923365,2.760201004255801,2.7461483834211475,2.731977880318481,2.7177101598659164,2.7033640819473823,2.68895811921016,2.674511398878916,2.6600444458351142,2.6455796775140508,2.631141682225376,2.6167573006100087,2.6024555245635903,2.588267227857232,2.5742247467456782,2.560361335188772,2.546710526505399,2.5333054392059133,2.5201780684630863,2.5073586045502507,2.4948748161787098,2.4827515295395743,2.47101022470706,2.459668760746045,2.448741230794836,2.4382379397360525,2.4281654903940644,2.4185269599621235,2.4093221464062715,2.400547864519027,2.392198272806928,2.38426521476243,2.3767385609880427,2.369606541576859,2.36285606100944,2.356472990308488,2.3504424332495466,2.3447489651158424,2.3393768437402502,2.334310193504832,2.329533163580384,2.3250300621490854,2.3207854685358216,2.319237158159982
2.9629789168908323,2.994938026590688,2.9719185485235053,2.948710746440005,2.9454745733210013,2.944266363536677,2.944853937840457,2.947179672196382,2.9488731808662405,2.9484397966902143,2.945491493167548,2.940196495300031,2.9329160050764176,2.9240391967704005,2.9139179405391604,2.9028456039852264,2.891055217715521,2.878725889371244,2.865992092426095,2.852953172638528,2.839681856695244,2.826231336454404,2.8126409114524007,2.7989403576648297,2.7851532502172365,2.7712994633295187,2.7573970382077864,2.743463568731193,2.7295172152921565,2.715577423640354,2.7016653993220388,2.6878043697409644,2.674019654250241,2.660338557440194,2.646790100661678,2.6334046106967484,2.6202131904753774,2.607247103459215,2.594537108704873,2.5821127867931737,2.5700018962329554,2.5582297962492,2.546818964637473,2.5357886303275845,2.525154530279388,2.514928790702634,2.505119924439371,2.4957329301918043,2.4867694755035687,2.4782281438141025,2.4701047260902644,2.46239253918931,2.455082755516227,2.448164731411987,2.4416263245519634,2.4354541933558123,2.429634073751134,2.424151030545263,2.418989682219085,2.4141343990981228,2.409569475687982,2.405279278501745,2.4012483711088053,2.3974616182792605,2.3960835875616406
3.01380933327527,3.0395968911733253,3.0152011802982552,2.992698454043298,2.9906247928515235,2.990164657336145,2.9911345160028606,2.993628092099386,2.995394116584731,2.9950105517314545,2.9921294458811176,2.9869393800644137,2.979810151071548,2.9711328255388216,2.961257746227406,2.950475346128665,2.9390154273393945,2.9270541068065024,2.9147232983308373,2.9021202365192336,2.8893159245998503,2.8763621320718022,2.8632969501450924,2.850149083165338,2.8369411063392787,2.823691912326513,2.810418535588162,2.797137502486569,2.783865816065988,2.7706216514989395,2.7574248124617844,2.744296980574167,2.7312617787168034,2.7183446639318163,2.7055726654397527,2.692973986971699,2.6805774982411195,2.668412146638766,2.6565063251234404,2.644887234976798,2.6335802811517084,2.6226085340435032,2.6119922842907752,2.6017487083785684,2.5918916531684784,2.5824315383401184,2.5733753681009173,2.564726837877536,2.556486518358733,2.548652097994572,2.541218665447583,2.534179015227145,2.5275239621401626,2.521242652979088,2.5153228665841776,2.509751295981664,2.504513808484416,2.499595681401018,2.4949818124259284,2.4906569048126355,2.486605628172752,2.48281275621874,2.479263283118202,2.475942520241356,2.4747376109369412
3.058864522115868,3.078810170536741,3.05331884884335,3.0315878779573584,3.0305959038122365,3.03085794617454,3.0322557711392624,3.035014493961595,3.036988995795123,3.0368197713540104,3.034190255921072,3.029302444796315,3.0225295520285465,3.014260812522915,3.0048423986128223,2.994559934857275,2.9836386600409246,2.9722507422165623,2.9605248403647586,2.948555566000952,2.936411813500889,2.924143630694433,2.9117876583463898,2.8993713237953265,2.886916019520616,2.874439486949806,2.861957591465987,2.8494856339442363,2.8370393057137853,2.82463536160042,2.8122920606108948,2.8000294061790707,2.7878692068909943,2.7758349736301065,2.763951668860352,2.752245327212126,2.74074257180492,2.729470056557233,2.718453869167455,2.707718931735553,2.697288434783839,2.687183336430068,2.677421951344136,2.66801964557258,2.6589886440981485,2.6503379493849164,2.6420733620629853,2.634197589755298,2.6267104270992774,2.619608989025754,2.612887979901657,2.606539982913407,2.6005557564180792,2.594924526655669,2.5896342687780947,2.584671970540522,2.580023875019173,2.575675700323595,2.5716128355660057,2.56782051327225,2.56428395907563,2.5609885199510183,2.557919772553088,2.5550636133124907,2.5540311474825863
3.0981813490445256,3.112608933231088,3.086263936080015,3.0653323519014606,3.065320016790009,3.0662653200961136,3.068124528825757,3.071232281738154,3.073536155067916,3.073729080378653,3.071517387619095,3.0671097773035845,3.060877911169553,3.0532056365438685,3.0444324424562006,3.0348373694643027,3.0246398314056013,3.0140071435948497,3.003064055981437,2.991902077018117,2.980587633406615,2.969168775979821,2.957680476502777,2.9461487047362622,2.9345935149268807,2.9230313583298417,2.9114768037445744,2.899943807954105,2.8884466403481555,2.877000534598245,2.8656221158710773,2.8543296349579177,2.8431430300350105,2.832083831934011,2.821174928525413,2.8104402070515064,2.799904098173532,2.789591050906876,2.779524971650099,2.7697286624645625,2.7602232923636247,2.7510279313495856,2.7421591699980605,2.7336308391939608,2.7254538358794096,2.717636052595121,2.7101824020216627,2.7030949230367805,2.6963729522044377,2.690013343844468,2.684010722477581,2.6783577531990383,2.673045417793825,2.668063286921659,2.663399781088663,2.6590424153266152,2.654978024348223,2.6511929663963283,2.647673305172271,2.6444049700498544,2.641373895362254,2.638566139914824,2.635967988147507,2.633566034444196,2.632702011970682
3.1318232425580006,3.141045412000989,3.1140471944845696,3.0939034041710274,3.094747958303826,3.096323785720001,3.0986636611605065,3.1021883887700668,3.104924534160628,3.1056075117830693,3.1039583439870464,3.1001860265458765,3.094655954453656,3.08774323423518,3.07977831522752,3.0710319980700733,3.061716701500462,3.051994054865866,3.041984300569552,3.031775409571351,3.021431021223771,3.010996949716751,3.0005063137327754,2.9899834798579423,2.9794470453538704,2.9689120718213884,2.9583917467687155,2.947898610804712,2.9374454515621617,2.927045934990605,2.91671502106198,2.906469194401532,2.8963265300574657,2.886306609938804,2.8764303051323536,2.866719442344748,2.857196377331391,2.8478835032204257,2.8388027253323465,2.829974935787666,2.821419519693049,2.81315392073903,2.805193287355484,2.797550212774376,2.790234574102463,2.783253467963948,2.7766112341964324,2.7703095548147267,2.764347613156992,2.7587222975330388,2.753428434393914,2.7484590377473044,2.7438055636802594,2.7394581611933893,2.7354059127523485,2.7316370599755464,2.728139211554077,2.7248995318002907,2.721904909268864,2.719142105623744,2.7165978854388846,2.7142591279443566,2.7121129219728672,2.710146645426052,2.7094440733679397
3.159873556951737,3.164187371503752,3.13669338051617,3.117286914772503,3.1188454103489844,3.12098458267864,3.1238088851281445,3.1278007892724986,3.131052071341944,3.1323309099296246,3.131365165069788,3.128358056270223,3.123664281086095,3.117647076796346,3.1106256715913085,3.102861106264294,3.094557740816969,3.085870770079527,3.0769153992891374,3.067775685364845,3.058512211250046,3.0491683611105347,3.0397752606237622,3.0303555713633967,3.020926359473787,3.011501243799268,3.002091994583732,2.992709715599768,2.983365707106332,2.974072077621001,2.9648421497515387,2.9556906894212176,2.9466339779136845,2.937689741649184,2.9288769542620834,2.920215528411396,2.911725919098066,2.903428664998555,2.8953438977429733,2.887490850572929,2.879887396283523,2.872549640527233,2.8654915901745044,2.858724909057944,2.8522587656840708,2.846099770473236,2.840251994476513,2.834717057624241,2.8294942725103938,2.824580829244666,2.819972007613015,2.815661404405028,2.8116411657560896,2.80790221650771,2.804434480597712,2.8012270883150685,2.79826856776589,2.795547019057308,2.793050270643461,2.79076601792611,2.788681944660721,2.786785828009524,2.785065628307224,2.783509564666557,2.7829589017148515
